Timestamp,Open,High,Low,Close,Volume_(BTC),Volume_(Currency),Weighted_Price
2011-12-31,4.465,4.4825,4.465,4.4825,23.829469525,106.330084387325,4.471602874575
2012-01-01,4.806666666666667,4.806666666666667,4.806666666666667,4.806666666666667,7.200666666666666,35.259719999999994,4.806666666666667
2012-01-02,5.0,5.0,5.0,5.0,19.048,95.24,5.0
2012-01-03,5.2525,5.2525,5.2525,5.2525,11.004660114999998,58.10065118825,5.2525
2012-01-04,5.2,5.223333333333334,5.2,5.223333333333334,11.914806692222221,63.11957749717778,5.208159313655556
2012-01-05,6.281428571428571,6.286190476190477,6.281428571428571,6.286190476190477,4.514372821904762,27.987369843466666,6.2841271510761905
2012-01-06,6.435,6.444999999999999,6.435,6.444999999999999,2.4201961935714285,15.914658503171427,6.438999047607142
2012-01-07,6.8,6.8,6.8,6.8,0.29585799,2.011834332,6.8
2012-01-08,6.95,6.95,6.95,6.95,2.5,17.3,6.95
2012-01-09,6.584166666666665,6.584166666666665,6.581666666666665,6.581666666666665,1.8574811916666678,12.306797769944447,6.582769666666665
2012-01-10,6.602999999999999,6.602999999999999,6.602999999999999,6.602999999999999,2.0763326726666667,13.773469480710004,6.602999999999999
2012-01-11,7.119583333333328,7.121874999999993,7.119583333333328,7.121874999999993,2.194977792083334,15.4794086490125,7.120684842337494
2012-01-12,7.062499999999999,7.062499999999999,7.062499999999999,7.062499999999999,6.8584693175,49.838469252500005,7.062499999999999
2012-01-13,6.968750000000001,6.984062500000001,6.940625000000002,6.9603125000000015,1.5303170262499999,10.779292332450002,6.9692365244187515
2012-01-14,6.419999999999999,6.419999999999999,6.409999999999999,6.409999999999999,1.6835999999999998,10.84868,6.414081197579999
2012-01-15,7.15,7.15,7.15,7.15,3.3398601400000003,23.880000001,7.15
2012-01-16,6.714285714285715,6.714285714285715,6.714285714285715,6.714285714285715,1.8070422528571428,12.392857138142856,6.714285714285715
2012-01-17,6.154166666666666,6.154166666666666,6.141666666666667,6.141666666666667,3.354750343333334,20.55857452370833,6.1483461580375005
2012-01-18,6.239166666666666,6.246944444444444,6.236944444444444,6.244722222222221,3.7068546977777763,22.803683391888892,6.240688438936111
2012-01-19,6.225714285714285,6.225714285714285,6.225714285714285,6.225714285714285,17.62255849642857,110.15865905642856,6.225714285714285
2012-01-20,6.834999999999999,6.834999999999999,6.834999999999999,6.834999999999999,9.582599863,64.72017391565001,6.834999999999999
2012-01-21,6.386,6.386,6.386,6.386,16.282770482,102.45251461315999,6.386
2012-01-22,6.485,6.485,6.485,6.485,10.158879128750002,62.6758259021625,6.485
2012-01-23,6.4075,6.4075,6.4075,6.4075,7.910052424166667,50.70698729003333,6.4075
2012-01-24,6.495555555555554,6.495555555555554,6.495555555555554,6.495555555555554,4.7470134150000005,30.59087002978889,6.495555555555554
2012-01-25,6.284444444444445,6.284444444444445,6.281944444444445,6.281944444444445,2.2534237888888886,14.055313026658338,6.2836637977861125
2012-01-26,6.174999999999999,6.184999999999999,6.174999999999999,6.184999999999999,1.8699419112499998,11.49512666731875,6.184091794074999
2012-01-27,5.65142857142857,5.65142857142857,5.65142857142857,5.65142857142857,3.28857117392857,18.872781505232144,5.65142857142857
2012-01-28,4.91,4.91,4.91,4.91,0.25,1.2275,4.91
2012-01-29,5.696,5.696,5.696,5.696,1.890969286,10.4420938403,5.696
2012-01-30,5.544999999999999,5.544999999999999,5.544999999999999,5.544999999999999,1.8949999999999998,10.490099999999996,5.544999999999999
2012-01-31,5.611463414634148,5.619024390243903,5.598536585365855,5.619024390243903,2.6952032521951224,15.587281248292683,5.6140454556560995
2012-02-01,5.748749999999999,5.79,5.7475,5.78875,1.5073507849999999,8.900337494775,5.784578347825
2012-02-02,6.169999999999997,6.172807017543856,6.167894736842102,6.170877192982452,4.403525087894737,27.05003339811579,6.170195246214032
2012-02-03,6.2148148148148135,6.2148148148148135,6.204814814814813,6.204814814814813,5.76120197037037,35.212950649159254,6.205149061870368
2012-02-04,6.094375,6.095625,6.094375,6.095625,4.227187130625,25.49187793805625,6.0954747419625
2012-02-05,5.8395833333333345,5.8395833333333345,5.839166666666667,5.839166666666667,1.9937676650000002,11.681928934020833,5.839202668429167
2012-02-06,5.52625,5.52625,5.52625,5.52625,3.6472922912500003,20.231084914500002,5.52625
2012-02-07,5.672000000000001,5.672000000000001,5.672000000000001,5.672000000000001,11.027027930666668,62.4756471218,5.672000000000001
2012-02-08,5.741666666666667,5.743333333333333,5.741666666666667,5.743333333333333,13.92867001833333,79.555338377,5.742069750966667
2012-02-09,5.7835714285714275,5.7835714285714275,5.7835714285714275,5.7835714285714275,5.9716563392857145,34.4935592509,5.7835714285714275
2012-02-10,5.876923076923076,5.876923076923076,5.876923076923076,5.876923076923076,6.805019374999999,40.009045394469226,5.876923076923076
2012-02-11,5.605,5.605,5.605,5.605,0.9397439,5.1874376689999995,5.605
2012-02-12,5.637499999999999,5.637499999999999,5.637499999999999,5.637499999999999,16.2108581,92.82296542750001,5.637499999999999
2012-02-13,5.648181818181818,5.648181818181818,5.648181818181818,5.648181818181818,9.071312638181817,51.93740983972728,5.648181818181818
2012-02-14,5.2,5.20090909090909,5.192121212121212,5.193030303030302,3.889240432727273,20.07658327506364,5.19323665560303
2012-02-15,4.945263157894737,4.945263157894737,4.945263157894737,4.945263157894737,3.5678508078947373,17.66878366243158,4.945263157894737
2012-02-16,4.584411764705884,4.584411764705884,4.575588235294118,4.575588235294118,3.400703567647059,15.739626675876469,4.577144055188235
2012-02-17,4.696562499999999,4.698437499999999,4.689062499999999,4.690937499999999,7.645946538437499,35.976370921249995,4.690011362803124
2012-02-18,4.401538461538462,4.401538461538462,4.397692307692308,4.397692307692308,9.784240461923078,43.12621013737308,4.398910980869231
2012-02-19,4.331666666666666,4.331666666666666,4.331666666666666,4.331666666666666,15.447257389999999,66.86851374166666,4.331666666666666
2012-02-20,4.557857142857143,4.563214285714286,4.555357142857144,4.560714285714287,11.283544771785714,51.425240053364284,4.557995986628573
2012-02-21,4.487500000000002,4.487500000000002,4.483437500000001,4.483437500000001,11.201537546562502,49.84864726767187,4.484217150443752
2012-02-22,4.544444444444443,4.544444444444443,4.542222222222223,4.542222222222223,8.367640706666668,37.92855982722222,4.542749342733334
2012-02-23,4.8895238095238085,4.89095238095238,4.889285714285713,4.89095238095238,17.020095460238092,83.71788254490716,4.889657323899999
2012-02-24,5.143000000000001,5.143000000000001,5.133000000000001,5.133000000000001,3.759711782,19.3547452998,5.138749626680001
2012-02-25,5.045714285714285,5.045714285714285,5.038571428571428,5.038571428571428,17.11534307285714,85.78999999142857,5.038870406285715
